"cityName","wellnessCentreName","card_type","count"
"DELHI AND NCR","VASANT KUNJ","Freedom Fighter","1"
"DELHI AND NCR","VASANT KUNJ","Jaurnalist","62"
"DELHI AND NCR","VASANT KUNJ","Pensioner","4543"
"DELHI AND NCR","VASANT KUNJ","Serving","21908"
"DELHI AND NCR","VASANT KUNJ","Ex MP","11"
"DELHI AND NCR","GURUGRAM SECTOR 55","Freedom Fighter","9"
"DELHI AND NCR","GURUGRAM SECTOR 55","Jaurnalist","8"
"DELHI AND NCR","GURUGRAM SECTOR 55","Pensioner","9143"
"DELHI AND NCR","GURUGRAM SECTOR 55","Serving","14225"
"DELHI AND NCR","GURUGRAM SECTOR 55","Ex MP","15"
"DELHI AND NCR","SUPREME COURT","Serving","5"
"DELHI AND NCR","SHAHIBABAD","Freedom Fighter","5"
"DELHI AND NCR","SHAHIBABAD","Jaurnalist","72"
"DELHI AND NCR","SHAHIBABAD","Pensioner","4280"
"DELHI AND NCR","SHAHIBABAD","Serving","11698"
"DELHI AND NCR","NOIDA SECTOR 82","Freedom Fighter","1"
"DELHI AND NCR","NOIDA SECTOR 82","Jaurnalist","108"
"DELHI AND NCR","NOIDA SECTOR 82","Pensioner","3779"
"DELHI AND NCR","NOIDA SECTOR 82","Serving","3377"
"DELHI AND NCR","NOIDA SECTOR 82","Ex MP","1"
"DELHI AND NCR","VASANT VIHAR","Freedom Fighter","3"
"DELHI AND NCR","VASANT VIHAR","Jaurnalist","20"
"DELHI AND NCR","VASANT VIHAR","Pensioner","348"
"DELHI AND NCR","VASANT VIHAR","Serving","3522"
"DELHI AND NCR","VASANT VIHAR","Ex MP","5"
"DELHI AND NCR","INDIRAPURAM","Freedom Fighter","4"
"DELHI AND NCR","INDIRAPURAM","Jaurnalist","488"
"DELHI AND NCR","INDIRAPURAM","Pensioner","8439"
"DELHI AND NCR","INDIRAPURAM","Serving","17421"
"DELHI AND NCR","INDIRAPURAM","Ex MP","6"
"DELHI AND NCR","NARAINA","Jaurnalist","12"
"DELHI AND NCR","NARAINA","Pensioner","1672"
"DELHI AND NCR","NARAINA","Serving","6541"
"DELHI AND NCR","FAP PARLIAMENT HOUSE","Lok Sabha MP","4"
"DELHI AND NCR","PHA (ANNEXE) ","Lok Sabha MP","1"
"DELHI AND NCR","PHA (ANNEXE) ","Rajya Sabha MP","1"
"DHANBAD","DHANBAD","Serving","1711"
"DHANBAD","DHANBAD","Pensioner","146"
"DIBRUGARH","DIBRUGARH","Pensioner","76"
"DIBRUGARH","DIBRUGARH","Serving","1442"
"GANGTOK","Gangtok","Serving","1071"
"GANGTOK","Gangtok","Pensioner","38"
"GAYA","GAYA","Serving","2007"
"GAYA","GAYA","Pensioner","56"
"GOA","BOMBOLIM","Pensioner","236"
"GOA","BOMBOLIM","Serving","4598"
"GORAKHPUR","GORAKHPUR","Serving","2459"
"GORAKHPUR","GORAKHPUR","Pensioner","614"
"GUNTUR","GUNTUR","Serving","1381"
"GUNTUR","GUNTUR","Freedom Fighter","1"
"GUNTUR","GUNTUR","Pensioner","2437"
"GUWAHATI","GUWAHATI 3","Ex MP","12"
"GUWAHATI","GUWAHATI 4","Pensioner","1779"
"GUWAHATI","GUWAHATI 4","Serving","3896"
"GUWAHATI","GUWAHATI 5","Serving","3974"
"GUWAHATI","GUWAHATI 5","Pensioner","522"
"GUWAHATI","GUWAHATI 3","Pensioner","1650"
"GUWAHATI","GUWAHATI 3","Freedom Fighter","4"
"GUWAHATI","GUWAHATI 4","Ex MP","11"
"GUWAHATI","GUWAHATI 3","Serving","13413"
"GUWAHATI","GUWAHATI 4","Freedom Fighter","4"
"GUWAHATI","GUWAHATI 2","Ex MP","1"
"GUWAHATI","GUWAHATI 2","Serving","11716"
"GUWAHATI","GUWAHATI 5","Ex MP","3"
"GUWAHATI","GUWAHATI 2","Pensioner","1867"
"GUWAHATI","GUWAHATI 2","Freedom Fighter","6"
"GUWAHATI","GUWAHATI 1","Ex MP","23"
"GUWAHATI","GUWAHATI 1","Serving","14869"
"GUWAHATI","GUWAHATI 1","Pensioner","3293"
"GUWAHATI","GUWAHATI 1","Freedom Fighter","16"
"GWALIOR","GWALIOR WC","Serving","868"
"GWALIOR","GWALIOR WC","Pensioner","582"
"HYDERABAD","HIMAYAT NAGAR","Lok Sabha MP","1"
"HYDERABAD","ALWAL","Ex MP","4"
"HYDERABAD","ALWAL","Serving","14330"
"HYDERABAD","ALWAL","Pensioner","9512"
"HYDERABAD","ALWAL","Freedom Fighter","47"
"HYDERABAD","KANCHANBAGH","Serving","19550"
"HYDERABAD","KANCHANBAGH","Pensioner","8126"
"HYDERABAD","KANCHANBAGH","Freedom Fighter","13"
"HYDERABAD","MALAKPET","Ex MP","4"
"HYDERABAD","MALAKPET","Serving","3149"
"HYDERABAD","MALAKPET","Pensioner","5174"
"HYDERABAD","MALAKPET","Freedom Fighter","260"
"HYDERABAD","KACHIGUDA","Ex MP","4"
"HYDERABAD","KACHIGUDA","Serving","4434"
"HYDERABAD","KACHIGUDA","Pensioner","4722"
"HYDERABAD","KACHIGUDA","Freedom Fighter","184"
"HYDERABAD","HIMAYAT NAGAR","Ex MP","85"
"HYDERABAD","HIMAYAT NAGAR","Serving","5727"
"HYDERABAD","BEGUMPET","Pensioner","11077"
"HYDERABAD","BEGUMPET","Rajya Sabha MP","4"
"HYDERABAD","BEGUMPET","Serving","10738"
"HYDERABAD","BEGUMPET","Ex MP","144"
"HYDERABAD","HIMAYAT NAGAR","Freedom Fighter","390"
"HYDERABAD","HIMAYAT NAGAR","Pensioner","4006"
"HYDERABAD","CHARMINAR","Freedom Fighter","46"
"HYDERABAD","CHARMINAR","Pensioner","4372"
"HYDERABAD","CHARMINAR","Serving","2132"
"HYDERABAD","CHARMINAR","Ex MP","3"
"HYDERABAD","A. G COLONY","Freedom Fighter","191"
"HYDERABAD","A. G COLONY","Pensioner","8145"
"HYDERABAD","A. G COLONY","Serving","7899"
"HYDERABAD","A. G COLONY","Ex MP","15"
"HYDERABAD","KAKATIYA NAGAR","Freedom Fighter","25"
"HYDERABAD","KAKATIYA NAGAR","Pensioner","7730"
"HYDERABAD","KAKATIYA NAGAR","Serving","7846"
"HYDERABAD","KAKATIYA NAGAR","Ex MP","5"
"HYDERABAD","DILSUKHNAGAR","Freedom Fighter","906"
"HYDERABAD","DILSUKHNAGAR","Pensioner","6608"
"HYDERABAD","DILSUKHNAGAR","Serving","7748"
"HYDERABAD","DILSUKHNAGAR","Ex MP","2"
"HYDERABAD","TARNAKA","Freedom Fighter","182"
"HYDERABAD","TARNAKA","Pensioner","9759"
"HYDERABAD","TARNAKA","Serving","12985"
"HYDERABAD","TARNAKA","Ex MP","6"
"HYDERABAD","HUMAYUN NAGAR","Freedom Fighter","84"
"HYDERABAD","HUMAYUN NAGAR","Pensioner","7635"
"HYDERABAD","HUMAYUN NAGAR","Serving","6338"
"HYDERABAD","HUMAYUN NAGAR","Ex MP","5"
"HYDERABAD","PADMARAO NAGAR","Freedom Fighter","920"
"HYDERABAD","PADMARAO NAGAR","Pensioner","6227"
"HYDERABAD","PADMARAO NAGAR","Serving","5367"
"HYDERABAD","PADMARAO NAGAR","Ex MP","2"
"HYDERABAD","BEGUMPET","Freedom Fighter","3420"
"HYDERABAD","BEGUMPET","Lok Sabha MP","14"
"IMPHAL","Imphal","Pensioner","139"
"IMPHAL","Imphal","Serving","4316"
"INDORE","INDORE1","Freedom Fighter","3"
"INDORE","INDORE1","Pensioner","3646"
"INDORE","INDORE1","Serving","1923"
"INDORE","INDORE1","Ex MP","11"
"JABALPUR","JABALPUR 4","Pensioner","9156"
"JABALPUR","JABALPUR 1","Freedom Fighter","22"
"JABALPUR","JABALPUR 1","Pensioner","13039"
"JABALPUR","JABALPUR 1","Serving","4141"
"JABALPUR","JABALPUR 1","Ex MP","4"
"JABALPUR","JABALPUR 2","Freedom Fighter","11"
"JABALPUR","JABALPUR 2","Pensioner","14229"
"JABALPUR","JABALPUR 2","Serving","5197"
"JABALPUR","JABALPUR 3","Freedom Fighter","3"
"JABALPUR","JABALPUR 3","Pensioner","19005"
"JABALPUR","JABALPUR 3","Serving","8293"
"JABALPUR","JABALPUR 4","Freedom Fighter","3"
"JABALPUR","JABALPUR 4","Rajya Sabha MP","2"
"JABALPUR","JABALPUR 4","Serving","5554"
"JABALPUR","JABALPUR 4","Ex MP","2"
"JABALPUR","CGHS WC 5 JABALPUR","Pensioner","5715"
"JABALPUR","CGHS WC 5 JABALPUR","Serving","1062"
"JABALPUR","CGHS WC 6 JABALPUR","Freedom Fighter","2"
"JABALPUR","CGHS WC 6 JABALPUR","Pensioner","5985"
"JABALPUR","CGHS WC 6 JABALPUR","Serving","462"
"JAIPUR","JANTA COLONY","Serving","1327"
"JAIPUR","JANTA COLONY","Freedom Fighter","1"
"JAIPUR","CHANDAN MAHAL","Serving","1878"
"JAIPUR","CHANDAN MAHAL","Pensioner","1957"
"JAIPUR","CHANDAN MAHAL","Freedom Fighter","1"
"JAIPUR","BAJAJ NAGAR","Ex MP","16"
"JAIPUR","BAJAJ NAGAR","Serving","5033"
"JAIPUR","BAJAJ NAGAR","Pensioner","4116"
"JAIPUR","BAJAJ NAGAR","Lok Sabha MP","1"
"JAIPUR","JANTA COLONY","Pensioner","1780"
"JAIPUR","VIDHYADHAR NAGAR","Ex MP","3"
"JAIPUR","VIDHYADHAR NAGAR","Serving","7124"
"JAIPUR","VIDHYADHAR NAGAR","Pensioner","3156"
"JAIPUR","MALVIYA NAGAR","Ex MP","5"
"JAIPUR","MALVIYA NAGAR","Serving","7789"
"JAIPUR","MALVIYA NAGAR","Pensioner","4373"
"JAIPUR","JYOTI NAGAR","Ex MP","14"
"JAIPUR","JYOTI NAGAR","Serving","7360"
"JAIPUR","JYOTI NAGAR","Pensioner","5702"
"JAIPUR","JYOTI NAGAR","Freedom Fighter","1"
"JAIPUR","BANI PARK","Ex MP","13"
"JAIPUR","BANI PARK","Serving","8551"
"JAIPUR","BANI PARK","Pensioner","8072"
"JAIPUR","BANI PARK","Lok Sabha MP","3"
"JALANDHAR","JALANDHAR","Serving","5467"
"JALANDHAR","JALANDHAR","Pensioner","4500"
"JALPAIGURI","JALPAIGURI","Serving","1075"
"JALPAIGURI","JALPAIGURI","Ex MP","2"
"JALPAIGURI","JALPAIGURI","Pensioner","332"
"JAMMU","JAMMU","Ex MP","4"
"JAMMU","JAMMU","Freedom Fighter","1"
"JAMMU","JAMMU","Jaurnalist","1"
"JAMMU","JAMMU","Pensioner","4380"
"JAMMU","JAMMU","Serving","8744"
"JODHPUR","JODHPUR","Pensioner","1578"
"JODHPUR","JODHPUR","Ex MP","2"
"JODHPUR","JODHPUR","Serving","5473"
"KANNUR","KANNUR","Pensioner","864"
"KANNUR","KANNUR","Serving","178"
"KANPUR","AZAD NAGAR","Freedom Fighter","1"
"KANPUR","PANDU NAGAR","Ex MP","3"
"KANPUR","PANDU NAGAR","Serving","3063"
"KANPUR","PANDU NAGAR","Pensioner","11933"
"KANPUR","RAKSHA VIHAR","Serving","12874"
"KANPUR","RAKSHA VIHAR","Pensioner","7819"
"KANPUR","KENDRANCHAL","Serving","4513"
"KANPUR","KENDRANCHAL","Pensioner","6612"
"KANPUR","KENDRANCHAL","Freedom Fighter","6"
"KANPUR","KHAPRA MOHAL","Serving","3460"
"KANPUR","KHAPRA MOHAL","Pensioner","3013"
"KANPUR","CIVIL LINES","Ex MP","3"
"KANPUR","CIVIL LINES","Serving","2647"
"KANPUR","CIVIL LINES","Pensioner","5419"
"KANPUR","R. K. NAGAR","Ex MP","1"
"KANPUR","R. K. NAGAR","Serving","1675"
"KANPUR","R. K. NAGAR","Pensioner","3072"
"KANPUR","SAKET NAGAR","Ex MP","5"
"KANPUR","SAKET NAGAR","Serving","1371"
"KANPUR","SAKET NAGAR","Pensioner","3140"
"KANPUR","SAKET NAGAR","Freedom Fighter","2"
"KANPUR","RATAN LAL NAGAR","Freedom Fighter","1"
"KANPUR","RATAN LAL NAGAR","Pensioner","8340"
"KANPUR","RATAN LAL NAGAR","Serving","4450"
"KANPUR","AZAD NAGAR","Serving","1937"
"KANPUR","AZAD NAGAR","Pensioner","2933"
"Kochi","COCHIN","Ex MP","3"
"Kochi","COCHIN","Serving","1239"
"Kochi","COCHIN","Pensioner","3342"
"KOHIMA","KOHIMA","Serving","1491"
"KOHIMA","KOHIMA","Pensioner","20"
"KOLKATA","NARKELDANGA","Pensioner","3180"
"KOLKATA","DOVER LANE","Ex MP","13"
"KOLKATA","DOVER LANE","Serving","5609"
"KOLKATA","DOVER LANE","Pensioner","6286"
"KOLKATA","DOVER LANE","Freedom Fighter","314"
"KOLKATA","MINT COLONY","Pensioner","7350"
"KOLKATA","MINT COLONY","Serving","4732"
"KOLKATA","MINT COLONY","Ex MP","6"
"KOLKATA","AIRPORT","Pensioner","15152"
"KOLKATA","AIRPORT","Serving","6228"
"KOLKATA","AIRPORT","Ex MP","3"
"KOLKATA","LAKE TOWN","Freedom Fighter","83"
"KOLKATA","LAKE TOWN","Pensioner","4338"
"KOLKATA","LAKE TOWN","Serving","4167"
"KOLKATA","LAKE TOWN","Ex MP","2"
"KOLKATA","TOLLYGUNJ","Freedom Fighter","123"
"KOLKATA","TOLLYGUNJ","Pensioner","6718"
"KOLKATA","TOLLYGUNJ","Serving","5402"
"KOLKATA","SALT LAKE EB","Freedom Fighter","39"
"KOLKATA","SALT LAKE IC BLOCK DISPENSARY","Serving","6494"
"KOLKATA","SALT LAKE EB","Pensioner","1905"
"KOLKATA","SALT LAKE EB","Serving","4024"
"KOLKATA","SALT LAKE EB","Ex MP","8"
"KOLKATA","Ishapore","Serving","1293"
"KOLKATA","Ishapore","Pensioner","2806"
"KOLKATA","LAKE AREA","Ex MP","4"
"KOLKATA","LAKE AREA","Serving","2794"
"KOLKATA","LAKE AREA","Pensioner","3371"
"KOLKATA","LAKE AREA","Freedom Fighter","112"
"KOLKATA","POLYCLINIC","Serving","2"
"KOLKATA","SALT LAKE IC BLOCK DISPENSARY","Ex MP","15"
"KOLKATA","Motilal Gupta Road","Freedom Fighter","24"
"KOLKATA","Motilal Gupta Road","Pensioner","4018"
"KOLKATA","Motilal Gupta Road","Serving","3866"
"KOLKATA","SALT LAKE IC BLOCK DISPENSARY","Freedom Fighter","3"
"KOLKATA","SALT LAKE IC BLOCK DISPENSARY","Pensioner","1862"
"KOLKATA","MINT COLONY","Freedom Fighter","60"
"KOLKATA","NARKELDANGA","Serving","2785"
"KOLKATA","NARKELDANGA","Freedom Fighter","72"
"KOLKATA","BELVEDERE","Freedom Fighter","19"
"KOLKATA","BELVEDERE","Pensioner","1841"
"KOLKATA","BELVEDERE","Serving","3799"
"KOLKATA","BELVEDERE","Ex MP","5"
"KOLKATA","BBD BAG ","Freedom Fighter","654"
"KOLKATA","BBD BAG ","Pensioner","10349"
"KOLKATA","BBD BAG ","Serving","3107"
"KOLKATA","BBD BAG ","Ex MP","67"
"KOLKATA","SANTRAGACHI ","Freedom Fighter","29"
"KOLKATA","SANTRAGACHI ","Pensioner","2987"
"KOLKATA","SANTRAGACHI ","Serving","2974"
"KOLKATA","SALT LAKE ,AF","Freedom Fighter","21"
"KOLKATA","SALT LAKE ,AF","Pensioner","3532"
"KOLKATA","SALT LAKE ,AF","Serving","6877"
"KOLKATA","SALT LAKE ,AF","Ex MP","6"
"KOLKATA","AIRPORT","Freedom Fighter","97"
"KOLKATA","NARKELDANGA","Ex MP","6"
"KOLKATA","SHYAMBAZAR","Freedom Fighter","151"
"KOLKATA","SHYAMBAZAR","Pensioner","15497"
"KOLKATA","SHYAMBAZAR","Serving","2378"
"KOLKATA","SHYAMBAZAR","Ex MP","15"
"KOLKATA","RAJDANGA","Freedom Fighter","110"
"KOLKATA","RAJDANGA","Pensioner","6644"
"KOLKATA","RAJDANGA","Serving","5935"
"KOLKATA","RAJDANGA","Ex MP","4"
"KOLKATA","BHOWANIPUR KALIGHAT","Freedom Fighter","27"
"KOLKATA","BHOWANIPUR KALIGHAT","Pensioner","2537"
"KOLKATA","BHOWANIPUR KALIGHAT","Serving","1231"
"KOLKATA","BHOWANIPUR KALIGHAT","Ex MP","8"
"KOLKATA","BIDHAN SARANI","Freedom Fighter","30"
"KOLKATA","BIDHAN SARANI","Pensioner","4481"
"KOLKATA","BIDHAN SARANI","Serving","1929"
"KOTA","KOTA","Serving","1470"
"KOTA","KOTA","Pensioner","434"
"KOTA","KOTA","Freedom Fighter","5"
"LUCKNOW","Lucknow 1","Pensioner","5742"
"LUCKNOW","Lucknow 1","Freedom Fighter","2"
"LUCKNOW","Lucknow 1","Serving","10414"
"LUCKNOW","Lucknow 1","Ex MP","44"
"LUCKNOW","Lucknow2","Freedom Fighter","12"
"LUCKNOW","Lucknow2","Pensioner","1688"
"LUCKNOW","Lucknow2","Serving","1414"
"LUCKNOW","Lucknow2","Ex MP","26"
"LUCKNOW","Lucknow3","Freedom Fighter","2"
"LUCKNOW","Lucknow3","Pensioner","4269"
"LUCKNOW","Lucknow3","Serving","10893"
"LUCKNOW","Lucknow3","Ex MP","4"
"LUCKNOW","Lucknow4","Pensioner","2763"
"LUCKNOW","Lucknow4","Serving","3169"
"LUCKNOW","Lucknow5","Freedom Fighter","1"
"LUCKNOW","Lucknow5","Pensioner","2645"
"LUCKNOW","Lucknow5","Serving","8860"
"LUCKNOW","Lucknow5","Ex MP","10"
"LUCKNOW","Lucknow6","Lok Sabha MP","1"
"LUCKNOW","Lucknow6","Pensioner","4991"
"LUCKNOW","Lucknow6","Serving","12712"
"LUCKNOW","Lucknow6","Ex MP","15"
"LUCKNOW","GOL Market","Pensioner","1928"
"LUCKNOW","GOL Market","Serving","1374"
"LUCKNOW","GOL Market","Ex MP","4"
"LUCKNOW","PMG Office Hazaratganj","Pensioner","1157"
"LUCKNOW","PMG Office Hazaratganj","Serving","3119"
"LUCKNOW","PMG Office Hazaratganj","Ex MP","11"
"LUCKNOW","Aishbagh","Pensioner","492"
"LUCKNOW","Aishbagh","Serving","443"
"LUCKNOW","Aishbagh","Ex MP","2"
"MEERUT","Lekha Nagar Meerut","Freedom Fighter","2"
"MEERUT","Lekha Nagar Meerut","Pensioner","2281"
"MEERUT","S K Road Meerut","Ex MP","9"
"MEERUT","Lekha Nagar Meerut","Serving","6442"
"MEERUT","AbuLane Meerut","Freedom Fighter","3"
"MEERUT","AbuLane Meerut","Pensioner","4706"
"MEERUT","AbuLane Meerut","Serving","5940"
"MEERUT","Shastri Nagar Meerut","Freedom Fighter","4"
"MEERUT","Shastri Nagar Meerut","Pensioner","2491"
"MEERUT","Shastri Nagar Meerut","Serving","2550"
"MEERUT","Shastri Nagar Meerut","Ex MP","3"
"MEERUT","Vijay Nagar Meerut","Pensioner","1498"
"MEERUT","Vijay Nagar Meerut","Serving","1394"
"MEERUT","Kanker Khera Meerut","Pensioner","4321"
"MEERUT","Kanker Khera Meerut","Serving","6873"
"MEERUT","S K Road Meerut","Freedom Fighter","5"
"MEERUT","S K Road Meerut","Pensioner","3007"
"MEERUT","S K Road Meerut","Serving","4107"
"MORADABAD"," CGHS WC MORADABAD","Pensioner","357"
"MORADABAD"," CGHS WC MORADABAD","Serving","942"
"MUMBAI","Koliwada Polyclinic","Serving","3"
"MUMBAI","WORLI","Ex MP","5"
"MUMBAI","WORLI","Serving","3061"
"MUMBAI","WORLI","Pensioner","1760"
"MUMBAI","WORLI","Freedom Fighter","2"
"MUMBAI","JUHU","Ex MP","8"
"MUMBAI","JUHU","Serving","1464"
"MUMBAI","JUHU","Pensioner","2218"
"MUMBAI","JUHU","Freedom Fighter","5"
"MUMBAI","NEPEAN SEA ROAD","Ex MP","7"
"MUMBAI","NEPEAN SEA ROAD","Serving","1429"
"MUMBAI","NEPEAN SEA ROAD","Pensioner","373"
"MUMBAI","SEEPZ","Serving","1682"
"MUMBAI","SEEPZ","Pensioner","557"
"MUMBAI","SEEPZ","Freedom Fighter","2"
"MUMBAI","JOGESHWARI","Serving","14"
"MUMBAI","JOGESHWARI","Pensioner","7"
"MUMBAI","KUJURMARG, POWAL","Serving","11447"
"MUMBAI","CLI SION","Serving","3512"
"MUMBAI","CLI SION","Pensioner","1623"
"MUMBAI","KOLIWADA","Ex MP","3"
"MUMBAI","KOLIWADA","Serving","11592"
"MUMBAI","KOLIWADA","Pensioner","3646"
"MUMBAI","KOLIWADA","Freedom Fighter","1"
"MUMBAI","WADALA","Ex MP","1"
"MUMBAI","WADALA","Serving","3690"
"MUMBAI","WADALA","Pensioner","1737"
"MUMBAI","WADALA","Freedom Fighter","1"
"MUMBAI","GHATKOPAR","Serving","8841"
"MUMBAI","GHATKOPAR","Pensioner","5676"
"MUMBAI","GHATKOPAR","Freedom Fighter","4"
"MUMBAI","SANTAKRUZ","Ex MP","5"
"MUMBAI","SANTAKRUZ","Serving","4862"
"MUMBAI","SANTAKRUZ","Pensioner","5193"
"MUMBAI","SANTAKRUZ","Freedom Fighter","4"
"MUMBAI","MAHIM","Serving","13"
"MUMBAI","MAHIM","Pensioner","5"
"MUMBAI","KUJURMARG, POWAL","Pensioner","1893"
"MUMBAI","KUJURMARG, POWAL","Ex MP","2"
"MUMBAI","C G O NEW MARINE LINES","Freedom Fighter","14"
"MUMBAI","C G O NEW MARINE LINES","Pensioner","4684"
"MUMBAI","C G O NEW MARINE LINES","Serving","6760"
"MUMBAI","C G O NEW MARINE LINES","Ex MP","19"
"MUMBAI","BANDRA","Freedom Fighter","11"
"MUMBAI","BANDRA","Pensioner","1820"
"MUMBAI","BANDRA","Serving","2456"
"MUMBAI","BANDRA","Ex MP","4"
"MUMBAI","BYCULLA","Pensioner","1118"
"MUMBAI","BYCULLA","Serving","2803"
"MUMBAI","AMBARNATH","Pensioner","10685"
"MUMBAI","AMBARNATH","Serving","6589"
"MUMBAI","CBD BELAPUR","Pensioner","7001"
"MUMBAI","CBD BELAPUR","Serving","15820"
"MUMBAI","WAKOLA","Pensioner","1220"
"MUMBAI","WAKOLA","Serving","2329"
"MUMBAI","DEONAR","Freedom Fighter","3"
"MUMBAI","DEONAR","Pensioner","1959"
"MUMBAI","DEONAR","Serving","4459"
"MUMBAI","OSHIWARA","Freedom Fighter","5"
"MUMBAI","OSHIWARA","Pensioner","1350"
"MUMBAI","OSHIWARA","Serving","1410"
"MUMBAI","BHANDUP","Freedom Fighter","2"
"MUMBAI","BHANDUP","Pensioner","3009"
"MUMBAI","BHANDUP","Serving","5179"
"MUMBAI","VIKHROLI","Serving","8"
"MUMBAI","MULUND","Freedom Fighter","7"
"MUMBAI","MULUND","Pensioner","5571"
"MUMBAI","MULUND","Serving","2908"
"MUMBAI","MULUND","Ex MP","11"
"MUMBAI","PEDDER ROAD","Freedom Fighter","1"
"MUMBAI","PEDDER ROAD","Pensioner","574"
"MUMBAI","PEDDER ROAD","Serving","1364"
"MUMBAI","PEDDER ROAD","Ex MP","8"
"MUMBAI","KANDIVALI","Freedom Fighter","7"
"MUMBAI","KANDIVALI","Pensioner","9101"
"MUMBAI","KANDIVALI","Serving","4250"
"MUMBAI","KANDIVALI","Ex MP","5"
"MUMBAI","SAHAR,ANDHERI (W)","Pensioner","610"
"MUMBAI","SAHAR,ANDHERI (W)","Serving","1720"
"MUMBAI","SHEIKH MISTRY, KOLIWADA","Pensioner","977"
"MUMBAI","SHEIKH MISTRY, KOLIWADA","Serving","12336"
"MUMBAI","PAREL ","Freedom Fighter","2"
"MUMBAI","PAREL ","Pensioner","2184"
"MUMBAI","PAREL ","Serving","4704"
"MUMBAI","PAREL ","Ex MP","1"
"MUMBAI","KUJURMARG, POWAL","Freedom Fighter","1"
"MUZAFFARPUR","MUZAFFARPUR","Pensioner","84"
"MUZAFFARPUR","MUZAFFARPUR","Serving","1756"
"NAGPUR","CHINDWARA ROAD","Serving","446"
"NAGPUR","CHINDWARA ROAD","Pensioner","2"
"NAGPUR","KATOL ROAD","Freedom Fighter","3"
"NAGPUR","KATOL ROAD","Pensioner","5615"
"NAGPUR","KATOL ROAD","Serving","6393"
"NAGPUR","KATOL ROAD","Ex MP","1"
"NAGPUR","Wadi","Pensioner","2142"
"NAGPUR","Wadi","Serving","44"
"NAGPUR","CIVIL LINES","Freedom Fighter","9"
"NAGPUR","CIVIL LINES","Pensioner","3587"
"NAGPUR","CIVIL LINES","Serving","2889"
"NAGPUR","SEMINARY HILLS","Pensioner","2898"
"NAGPUR","SEMINARY HILLS","Serving","5498"
"NAGPUR","PANCH PAOLI","Freedom Fighter","5"
"NAGPUR","PANCH PAOLI","Pensioner","5791"
"NAGPUR","PANCH PAOLI","Serving","2827"
"NAGPUR","ITWARI","Freedom Fighter","12"
"NAGPUR","ITWARI","Lok Sabha MP","2"
"NAGPUR","ITWARI","Pensioner","3358"
"NAGPUR","ITWARI","Serving","1392"
"NAGPUR","MEDICAL SQUARE","Freedom Fighter","4"
"NAGPUR","MEDICAL SQUARE","Pensioner","4839"
"NAGPUR","MEDICAL SQUARE","Serving","3093"
"NAGPUR","SHANKAR NAGAR","Freedom Fighter","5"
"NAGPUR","SHANKAR NAGAR","Lok Sabha MP","1"
"NAGPUR","SHANKAR NAGAR","Pensioner","5037"
"NAGPUR","SHANKAR NAGAR","Serving","2509"
"NAGPUR","SHANKAR NAGAR","Ex MP","4"
"NAGPUR","SITABULDI","Freedom Fighter","13"
"NAGPUR","SITABULDI","Pensioner","1941"
"NAGPUR","SITABULDI","Serving","1939"
"NAGPUR","SITABULDI","Ex MP","5"
"NAGPUR","WARDHA ROAD","Freedom Fighter","19"
"NAGPUR","WARDHA ROAD","Pensioner","9265"
"NAGPUR","WARDHA ROAD","Serving","2509"
"NAGPUR","WARDHA ROAD","Ex MP","9"
"NAGPUR","SANKAR DARA","Freedom Fighter","21"
"NAGPUR","SANKAR DARA","Pensioner","4580"
"NAGPUR","SANKAR DARA","Serving","2440"
"NAGPUR","SANKAR DARA","Ex MP","4"
"NELLORE","NELLORE","Ex MP","5"
"NELLORE","NELLORE","Pensioner","1529"
"NELLORE","NELLORE","Serving","893"
"PATNA","Salimpur Dumara,Ashiyana Nagar","Freedom Fighter","19"
"PATNA","BUDHA MARG","Freedom Fighter","294"
"PATNA","BUDHA MARG","Pensioner","3876"
"PATNA","BUDHA MARG","Serving","13878"
"PATNA","BUDHA MARG","Ex MP","17"
"PATNA","KANKAR BAGH","Freedom Fighter","222"
"PATNA","KANKAR BAGH","Pensioner","2382"
"PATNA","Salimpur Dumara,Ashiyana Nagar","Serving","11296"
"PATNA","Salimpur Dumara,Ashiyana Nagar","Ex MP","5"
"PATNA","BORING CANAL ROAD","Freedom Fighter","158"
"PATNA","BORING CANAL ROAD","Pensioner","1505"
"PATNA","BORING CANAL ROAD","Serving","3586"
"PATNA","BORING CANAL ROAD","Ex MP","8"
"PATNA","SURYANCHAL BHANDRA GHAT","Freedom Fighter","40"
"PATNA","SURYANCHAL BHANDRA GHAT","Pensioner","697"
"PATNA","SURYANCHAL BHANDRA GHAT","Serving","1670"
"PATNA","SURYANCHAL BHANDRA GHAT","Ex MP","4"
"PATNA","SOUTH CHAJU BAGH","Serving","2"
"PATNA","Salimpur Dumara,Ashiyana Nagar","Pensioner","2375"
"PATNA","POLYCLINIC BUDH MARG PATNA","Pensioner","3"
"PATNA","KANKAR BAGH","Serving","7567"
"PATNA","KANKAR BAGH","Ex MP","1"
"PONDICHERRY","PUDUCHERRY","Pensioner","1415"
"PONDICHERRY","PUDUCHERRY","Freedom Fighter","2"
"PONDICHERRY","PUDUCHERRY","Serving","2021"
"PONDICHERRY","PUDUCHERRY","Ex MP","2"
"PRAYAGRAJ","New Katra","Ex MP","3"
"PRAYAGRAJ","Kendranchal Colony","Pensioner","3271"
"PRAYAGRAJ","Kendranchal Colony","Serving","10648"
